epoch,temp,humid
187,0.0040287,0.0098617
188,0.0040287,0.0049308
189,0.0040287,0.0049308
190,0.0100715,0.0098617
191,0.0080572,0.0086288
192,0.0120861,0.0067798
193,0.0040287,0.0036979
194,0.0090641,0.0036979
195,0.008057,0.0036979
196,0.0120857,0.0036979
197,0.0050354,0.0036979
198,0.0070499,0.0055469
199,0.0060428,0.0098617
200,0.0040285,0.0036979
201,0.0141,0.0036979
202,0.0020141,0.0036979
203,0.0060424,0.0055469
204,0.0070499,0.0036979
205,0.0060428,0.0036979
206,0.0100717,0.0086288
207,0.0020143,0.0086288
208,0.0120859,0.0086288
209,0.0030214,0.0086288
210,0.0100711,0.0036979
211,0.0100715,0.0036979
212,0.0120857,0.0036979
213,0.0070501,0.0036979
214,0.0110788,0.0036979
215,0.0070499,0.0055469
216,0.0080572,0.0055469
217,0.0080574,0.0086288
218,0.0120861,0.0036979
219,0.0080572,0.0036979
220,0.0100715,0.0036979
221,0.0020141,0.0036979
222,0.008057,0.0055469
223,0.0050354,0.0110939
224,0.0090641,0.0055469
225,0.0100717,0.0036979
226,0.0100717,0.0036979
227,0.0080574,0.0073959
228,0.0060428,0.0086288
229,0.0060428,0.0036979
230,0.0030212,0.0036979
231,0.0030214,0.0036979
232,0.0120861,0.0086288
233,0.006043,0.0036979
234,0.0040287,0.0036979
235,0.0080568,0.0036979
236,0.0060426,0.0086288
237,0.0080574,0.0067798
238,0.0120861,0.0049308
239,0.0040287,0.0049308
240,0.0120857,0.0104778
241,0.0100715,0.0067798
242,0.0070499,0.0067798
243,0.0060424,0.0067798
244,0.0020141,0.0049308
245,0.0050354,0.0067798
246,0.008057,0.0067798
247,0.0030212,0.0049308
248,0.0060424,0.0049308
249,0.0110782,0.0098617
250,0.0040287,0.0098617
251,0.0060428,0.0098617
252,0.0020141,0.0098617
253,0.0070499,0.0098617
254,0.0050354,0.0098617
255,0.0040283,0.0098617
256,0.0030212,0.0073963
257,0.0030212,0.0049308
258,0.0130931,0.0086288
259,0.0090644,0.0086288
260,0.0090644,0.0049308
261,0.0070499,0.0049308
262,0.0040283,0.0049308
263,0.0060428,0.0086288
264,0.0040287,0.0049308
265,0.0020141,0.0049308
266,0.0060428,0.0123271
267,0.0070499,0.0098617
268,0.0060428,0.0098617
269,0.0040283,0.0049308
270,0.008057,0.0049308
271,0.0050357,0.0098617
272,0.0030212,0.0049308
273,0.008057,0.0067798
274,0.0040283,0.0086288
275,0.0080568,0.0086288
276,0.0100713,0.0086288
277,0.0100711,0.0086288
278,0.0080572,0.0055469
279,0.0080574,0.0049308
280,0.0080574,0.0080127
281,0.0040287,0.0086288
282,0.0090644,0.008012
283,0.0050354,0.0055469
284,0.008057,0.006163
285,0.0030212,0.0092449
286,0.0080566,0.0147918
287,0.0040283,0.0166408
288,0.0110786,0.006779
289,0.0100715,0.0061637
290,0.0100717,0.0061637
291,0.0100717,0.0098617
292,0.0040287,0.0061637
293,0.0100717,0.0117107
294,0.0060426,0.0123271
295,0.0040283,0.0110939
296,0.0090641,0.0092449
297,0.0040287,0.0086288
298,0.004029,0.0036979
299,0.0060436,0.0073959
300,0.0040283,0.0092449
301,0.0040283,0.0061634
302,0.0040283,0.0086284
303,0.0040283,0.0073959
304,0.0020141,0.0012329
305,0.0030214,0.0061634
306,0.0070497,0.0135601
307,0.0030212,0.0086292
308,0.0090641,0.0098617
309,0.0100711,0.0135597
310,0.0070499,0.0073966
311,0.0141004,0.0049301
312,0.006043,0.0086288
313,0.0161148,0.0073959
314,0.0120859,0.0067798
315,0.0080574,0.0036979
316,0.0080574,0.0036979
317,0.0060428,0.0036979
318,0.0060428,0.0073959
319,0.0020141,0.0073959
320,0.008057,0.0055469
321,0.0060426,0.0036979
322,0.0141002,0.0086288
323,0.0100715,0.0036979
324,0.0060428,0.0080127
325,0.0020141,0.0129432
326,0.0080574,0.0092453
327,0.0040287,0.0160255
328,0.0040287,0.015409
329,0.0060428,0.0086288
330,0.0060424,0.008628
331,0.008057,0.0117111
332,0.0030212,0.0117111
333,0.0130928,0.015409
334,0.0090641,0.0080127
335,0.0050357,0.0061637
336,0.0090644,0.0061637
337,0.0130929,0.0036979
338,0.0100717,0.0061637
339,0.0060428,0.0036979
340,0.0020141,0.0098617
341,0.0070499,0.0110942
342,0.0050357,0.0123271
343,0.0020141,0.0036979
344,0.006043,0.002465
345,0.0100715,0.0067798
346,0.0040283,0.0049308
347,0.0100715,0.0098617
348,0.0060428,0.0049308
349,0.0100715,0.0049308
350,0.0100715,0.0049308
351,0.0060428,0.0049308
352,0.0040283,0.0049308
353,0.0100715,0.0098617
354,0.0141002,0.0086288
355,0.006043,0.0049308
356,0.0080572,0.0049308
357,0.008057,0.0098617
358,0.0080572,0.0117107
359,0.0120859,0.0030818
360,0.0080574,0.0049308
361,0.0110786,0.0049308
362,0.0020141,0.0098617
363,0.0030212,0.0098617
364,0.0060424,0.0098617
365,0.0060426,0.0049308
366,0.0080574,0.0049308
367,0.0100715,0.0067798
368,0.0100715,0.0123268
369,0.0120859,0.0123268
370,0.0080572,0.0110946
371,0.0100717,0.0036979
372,0.0020143,0.0036979
373,0.0161144,0.0049308
374,0.0120857,0.0073966
375,0.0080574,0.0098617
376,0.0040287,0.0123279
377,0.001007,0.0086288
378,0.008057,0.0067802
379,0.0060432,0.0086296
380,0.0050359,0.0061637
381,0.0020145,0.0061637
382,0.0060436,0.0036987
383,0.0070501,0.0067802
384,0.0040283,0.0049308
385,0.0120857,0.0073966
386,0.0040283,0.0049308
387,0.0050354,0.0049308
388,0.001007,0.0073966
389,0.0040283,0.012944
390,0.0050357,0.0178749
391,0.0050357,0.0061634
392,0.008057,0.0147926
393,0.0100715,0.0098617
394,0.0070499,0.0061637
395,0.0120859,0.0215717
396,0.0060424,0.0024654
397,0.0090644,0.0049308
398,0.0100717,0.0061634
399,0.0080574,0.0110939
400,0.0040287,0.0055469
401,0.0040283,0.0055469
402,0.0020141,0.0055469
403,0.0040283,0.0067798
404,0.001007,0.0049308
405,0.0050354,0.0086296
406,0.0141,0.0049308
407,0.0080574,0.0049308
408,0.0080574,0.0104778
409,0.0060428,0.0036979
410,0.0161144,0.0036979
411,0.0060428,0.0036979
412,0.0040287,0.0055469
413,0.0030212,0.0061634
414,0.0040283,0.0049308
415,0.0060428,0.0073963
416,0.0080574,0.0049308
417,0.0060428,0.0117107
418,0.0120859,0.0067798
419,0.0100717,0.0092456
420,0.006043,0.0098617
421,0.0120861,0.0160247
422,0.0080574,0.0086288
423,0.008057,0.0135601
424,0.0110786,0.0073959
425,0.0060428,0.0086296
426,0.0100711,0.0049308
427,0.0070495,0.0061637
428,0.0050357,0.0036979
429,0.0040283,0.0080131
430,0.0090646,0.0061637
431,0.0060426,0.0036987
432,0.0050357,0.0036987
433,0.0060424,0.0086296
434,0.0040287,0.0036987
435,0.0040287,0.0036987
436,0.0010072,0.0036987
437,0.0050359,0.0036987
438,0.0020141,0.0036987
439,0.0020145,0.0086296
440,0.0040287,0.0073966
441,0.0060432,0.0098625
442,0.0030214,0.0086296
443,0.0060436,0.0061637
444,0.0080577,0.0036987
445,0.0040287,0.0067802
446,0.0070505,0.0049308
447,0.004029,0.0049308
448,0.0050363,0.0061637
449,0.0060432,0.0049308
450,0.0060432,0.0049308
451,0.0060432,0.0086296
452,0.004029,0.0067802
453,0.0020145,0.0123283
454,0.0050363,0.0086296
455,0.0050363,0.0123283
456,0.0120849,0.0036987
457,0.0040283,0.0036987
458,0.0080574,0.0036987
459,0.0050363,0.0036987
460,0.0030218,0.0067802
461,0.004029,0.0067802
462,0.0030218,0.0086296
463,0.0050355,0.0086296
464,0.004029,0.0036987
465,0.004029,0.0086296
466,0.0080577,0.0067802
467,0.0050359,0.0049308
468,0.0030218,0.0098609
469,0.008057,0.0073959
470,0.0070505,0.0073955
471,0.0070505,0.0049301
472,0.0050359,0.006163
473,0.0070499,0.006163
474,0.0030212,0.0098609
475,0.0040283,0.0147911
476,0.0050354,0.0073959
477,0.0040283,0.010477
478,0.0120861,0.0104778
479,0.0060428,0.0104778
480,0.0040287,0.0110946
481,0.0090644,0.0067798
482,0.0060424,0.006163
483,0.0040283,0.0073959
484,0.0040283,0.0086288
485,0.0030214,0.0049301
486,0.0060436,0.0098609
487,0.0030218,0.0049301
488,0.0060432,0.006163
489,0.0060428,0.006163
490,0.0060436,0.0049301
491,0.0050361,0.0049301
492,0.006043,0.0049301
493,0.0080577,0.0049301
494,0.0080574,0.0073955
495,0.008057,0.0098609
496,0.0080574,0.0098609
497,0.0040287,0.0049308
498,0.0100715,0.0049308
499,0.0120861,0.0049308
500,0.0020145,0.0098609
501,0.0060428,0.0049308
502,0.0060428,0.0086296
503,0.0080574,0.0049308
504,0.0100711,0.0049308
505,0.0140995,0.0098609
506,0.0060428,0.0049308
507,0.0100715,0.0049308
508,0.0060428,0.0049308
509,0.0120853,0.0067802
510,0.0060424,0.0086296
511,0.0080566,0.0036987
512,0.0100711,0.0055477
513,0.0050355,0.0073966
514,0.0070501,0.0055477
515,0.0100711,0.0036987
516,0.0120849,0.0067802
517,0.0080566,0.0049308
518,0.008057,0.0067802
519,0.0080566,0.0123283
520,0.0040283,0.0067802
521,0.0060428,0.0049308
522,0.0080574,0.0049308
523,0.0060424,0.0049308
524,0.0151067,0.0086292
525,0.0050363,0.0055477
526,0.0060428,0.0036987
527,0.0140998,0.0036987
528,0.0020141,0.0055477
529,0.0040283,0.0110946
530,0.0090642,0.0073966
531,0.0120864,0.0036979
532,0.0030218,0.0036979
533,0.0100715,0.0036979
534,0.0090646,0.0061634
535,0.0060432,0.0086288
536,0.004029,0.0086288
537,0.0030218,0.0086288
538,0.0050359,0.0086288
539,0.0050361,0.0049308
540,0.0020143,0.0049308
541,0.0060436,0.0061634
542,0.0090646,0.0036979
543,0.004029,0.0036979
544,0.0090646,0.0036979
545,0.0060428,0.0061634
546,0.0030218,0.0086288
547,0.0080574,0.0110942
548,0.004029,0.0061634
549,0.0080574,0.0086288
550,0.0070505,0.0049308
551,0.0030214,0.0086288
552,0.0050357,0.0086288
553,0.008057,0.0086288
554,0.0040283,0.0086288
555,0.0020141,0.0086288
556,0.0060428,0.0067798
557,0.0040283,0.0086288
558,0.0100708,0.0086288
559,0.0080566,0.0086288
560,0.0040283,0.0036979
561,0.0080566,0.0098617
562,0.0040283,0.0036979
563,0.0040283,0.0036979
564,0.0080566,0.0036979
565,0.0060424,0.0067798
566,0.0161132,0.0049308
567,0.0090637,0.0049308
568,0.0070495,0.0049308
569,0.0040283,0.0049308
570,0.0050354,0.0086288
571,0.0050363,0.0061634
572,0.0030218,0.0036979
573,0.0050361,0.0036979
574,0.0060428,0.0073966
575,0.0040287,0.0110946
576,0.0110797,0.0073966
577,0.0100715,0.0073966
578,0.0110786,0.0073966
579,0.0100711,0.0061634
580,0.0060424,0.0049308
581,0.0100708,0.0061637
582,0.0080566,0.0049308
583,0.0040283,0.0086288
584,0.0100708,0.0049308
585,0.0040283,0.0049308
586,0.0100708,0.0073963
587,0.0080566,0.0030815
588,0.0080566,0.0098617
589,0.0060424,0.0110942
590,0.0100708,0.0043144
591,0.0100708,0.0049308
592,0.0120849,0.0049308
593,0.0120849,0.0055473
594,0.0060424,0.0129432
595,0.0040283,0.0086288
596,0.0080566,0.0086288
597,0.0151062,0.0049308
598,0.0070495,0.0086288
599,0.0161136,0.0049308
600,0.0060424,0.0067802
601,0.0040283,0.0043144
602,0.0100708,0.0049308
603,0.0080566,0.0073963
604,0.0100708,0.0061634
605,0.0060424,0.0061634
606,0.0100711,0.0036979
607,0.0090641,0.0055477
608,0.0070499,0.0036987
609,0.0040283,0.0055477
610,0.0090637,0.0073966
611,0.0110778,0.0036979
612,0.0080566,0.0061634
613,0.0161132,0.0086288
614,0.0020141,0.0098617
615,0.0100708,0.0098617
616,0.0140991,0.0061634
617,0.0050354,0.0061634
618,0.0070495,0.0086288
619,0.0040283,0.0110942
620,0.0120849,0.0036979
621,0.0060424,0.0036979
622,0.0050354,0.0036979
623,0.0060424,0.0055477
624,0.0060424,0.0036987
625,0.0030212,0.0036987
626,0.0050354,0.0055477
627,0.0050354,0.0073966
628,0.0060424,0.0055477
629,0.0090637,0.0036987
630,0.0060424,0.0036987
631,0.0060424,0.0036987
632,0.0040283,0.0055477
633,0.0070499,0.0055477
634,0.0040283,0.0055477
635,0.0050357,0.0073966
636,0.001007,0.0073966
637,0.001007,0.0073966
638,0.0030216,0.0036979
639,0.0080566,0.0036979
640,0.0120849,0.0073966
641,0.0060424,0.0049308
642,0.0080566,0.0086296
643,0.0100708,0.0049308
644,0.0040283,0.0098613
645,0.0100708,0.0135597
646,0.0050355,0.0092453
647,0.0060428,0.009246
648,0.0020145,0.014793
649,0.0020145,0.0086288
650,0.004029,0.0135597
651,0.0050355,0.0086292
652,0.0040283,0.0086296
653,0.0181289,0.0061637
654,0.0020145,0.0061637
655,0.0080574,0.0073963
656,0.0010072,0.0110946
657,0.0050363,0.0110939
658,0.0050363,0.0141761
659,0.0060436,0.015409
660,0.0060436,0.0117107
661,0.0020145,0.0049308
662,0.0020145,0.004314
663,0.004029,0.002465
664,0.0060436,0.0061637
665,0.0100719,0.0073959
666,0.0060436,0.0061637
667,0.0030218,0.0049308
668,0.0030218,0.0104785
669,0.0050363,0.0160255
670,0.0080574,0.0098617
671,0.004029,0.0086296
672,0.0060436,0.0110954
673,0.0050363,0.0086296
674,0.0090646,0.0080131
675,0.0050363,0.0086296
676,0.0050363,0.012944
677,0.0030218,0.0067802
678,0.0050363,0.009246
679,0.0030218,0.0055473
680,0.004029,0.0061637
681,0.0060428,0.0036987
682,0.0030218,0.0036987
683,0.0030218,0.0098621
684,0.0030218,0.0092456
685,0.0060428,0.0086288
686,0.0080566,0.0086288
687,0.0080566,0.0135597
688,0.0020145,0.0110946
689,0.0030218,0.0110954
690,0.004029,0.0049308
691,0.0100719,0.0073966
692,0.004029,0.0067802
693,0.0120857,0.0080127
694,0.0060424,0.0073966
695,0.0060424,0.0036979
696,0.0060424,0.0012329
697,0.0080566,0.0036979
698,0.0080566,0.0036979
699,0.0080566,0.0036979
700,0.0161136,0.0036979
701,0.0130926,0.0067794
702,0.0100711,0.0067794
703,0.011078,0.0036979
704,0.0020145,0.0073959
705,0.0020145,0.0049308
706,0.0060436,0.0104778
707,0.0050363,0.0036979
708,0.0100711,0.0092453
709,0.0080566,0.0049308
710,0.0060424,0.0036983
711,0.0060424,0.0036979
712,0.0060424,0.0036979
713,0.0100708,0.0067798
714,0.0020141,0.0049308
715,0.0050354,0.0110942
716,0.0060432,0.0036979
717,0.0110782,0.0036979
718,0.0040283,0.0036979
719,0.0020141,0.0061634
720,0.0080566,0.0086288
721,0.0050355,0.0098617
722,0.011078,0.0086288
723,0.0060424,0.0061634
724,0.0080566,0.0061634
725,0.0120853,0.0061634
726,0.0060424,0.0086292
727,0.0140991,0.0086288
728,0.0060424,0.0086288
729,0.0090642,0.0110946
730,0.0050363,0.0073966
731,0.0060428,0.0092456
732,0.0020145,0.0080127
733,0.0090642,0.0055473
734,0.0090639,0.0055473
735,0.0080566,0.0061637
736,0.0080574,0.0061637
737,0.0100719,0.0080127
738,0.0010072,0.0049308
739,0.0020145,0.0055473
740,0.0060436,0.0036979
741,0.0050363,0.0098617
742,0.0020145,0.0098613
743,0.0060428,0.0049308
744,0.0100708,0.0049308
745,0.0080566,0.0135597
746,0.0060428,0.0067802
747,0.0090646,0.0110946
748,0.0050363,0.0080127
749,0.0020145,0.0080127
750,0.0060436,0.0055473
751,0.0020145,0.0055473
752,0.004029,0.0086292
753,0.0030218,0.0073963
754,0.0100715,0.0055473
755,0.0161136,0.0055473
756,0.0100711,0.0036979
757,0.0020145,0.0036979
758,0.0100719,0.0061637
759,0.0070501,0.0073966
760,0.0050363,0.0061637
761,0.0090646,0.0104782
762,0.0030218,0.0086296
763,0.0050363,0.0036987
764,0.0030218,0.0036987
765,0.004029,0.0098625
766,0.0070508,0.0073963
767,0.0070501,0.0160259
768,0.0060436,0.0135597
769,0.0090646,0.0061637
770,0.0020145,0.0049312
771,0.0080566,0.0135597
772,0.0100708,0.0067798
773,0.0040283,0.0049308
774,0.0040283,0.0067798
775,0.0060428,0.0104778
776,0.0040283,0.0092456
777,0.0080566,0.0092456
778,0.0040283,0.0049308
779,0.0060428,0.0086288
780,0.0090639,0.0073966
781,0.0050355,0.0061637
782,0.0060428,0.0117115
783,0.0050363,0.0110939
784,0.0080581,0.0067802
785,0.0020145,0.0098617
786,0.0120849,0.0073966
787,0.0080566,0.0067794
788,0.008057,0.0098609
789,0.0020141,0.0030815
790,0.0100708,0.0036979
791,0.0100708,0.0036979
792,0.0,0.0073966
793,0.0040283,0.0073966
794,0.0,0.0073966
795,0.0060436,0.0080127
796,0.0070508,0.0073963
797,0.0030218,0.0024654
798,0.004029,0.0036987
799,0.0080574,0.0036987
800,0.0060428,0.0012329
801,0.0120857,0.0036987
802,0.004029,0.0036987
803,0.0060436,0.0073974
804,0.0100719,0.009246
805,0.0050363,0.0036979
806,0.0050363,0.0049308
807,0.0060432,0.0055473
808,0.0100708,0.0073974
809,0.0100711,0.009246
810,0.0060436,0.0036979
811,0.004029,0.0098625
812,0.004029,0.0073959
813,0.0020145,0.0098617
814,0.0020145,0.0036979
815,0.0100708,0.0073966
816,0.008057,0.0036979
817,0.0060428,0.0036979
818,0.0090646,0.0098617
819,0.0050363,0.0104789
820,0.0060436,0.0061637
821,0.0040287,0.0061637
822,0.0120861,0.0036987
823,0.004029,0.0080127
824,0.0,0.0073966
825,0.0020145,0.0104778
826,0.0090646,0.0086296
827,0.0030218,0.0086296
828,0.0060436,0.0086296
829,0.004029,0.009246
830,0.0050363,0.0049308
831,0.0050363,0.0061637
832,0.0010072,0.0086296
833,0.0060436,0.0073966
834,0.0060428,0.0110946
835,0.0070497,0.0073966
836,0.0030218,0.0061637
837,0.0060424,0.0073959
838,0.0,0.0073966
839,0.0060424,0.0098617
840,0.0100715,0.0135604
841,0.0040287,0.0110946
842,0.0080574,0.0086288
843,0.0050363,0.0110946
844,0.004029,0.0061637
845,0.0080574,0.0061637
846,0.004029,0.0036979
847,0.004029,0.006163
848,0.0060436,0.0036979
849,0.0060432,0.0061637
850,0.0040287,0.0061637
851,0.0100715,0.009246
852,0.0120849,0.0073966
853,0.0120849,0.0036987
854,0.004029,0.0092456
855,0.0060428,0.0073966
856,0.0060436,0.0036979
857,0.0050363,0.0036979
858,0.004029,0.0036979
859,0.0070508,0.0036979
860,0.0030218,0.0036979
861,0.0100719,0.0036979
862,0.0050355,0.0073966
863,0.0040283,0.0110946
864,0.0120853,0.0055477
865,0.0060424,0.0055477
866,0.0100708,0.0110946
867,0.0080566,0.0073966
868,0.0020141,0.0073966
869,0.0100711,0.0073966
870,0.0120849,0.0129436
871,0.0140991,0.0036987
872,0.0140995,0.0036987
873,0.0060428,0.0073966
874,0.0080577,0.0055473
875,0.0120857,0.0036979
876,0.008057,0.0055473
877,0.0040283,0.0036987
878,0.0100711,0.0036987
879,0.0120853,0.0036987
880,0.0100708,0.0073966
881,0.0040287,0.0098625
882,0.0120849,0.0036987
883,0.0120849,0.0036987
884,0.008057,0.0036987
885,0.0100711,0.0098625
886,0.0080566,0.0073966
887,0.0080566,0.0036987
888,0.0080566,0.0036987
889,0.0120849,0.0092456
890,0.0060424,0.0092456
891,0.0120849,0.0055477
892,0.0060428,0.0073966
893,0.0080566,0.0073966
894,0.0161132,0.0067794
895,0.0,0.012326
896,0.0,0.0067794
897,0.0020145,0.0036979
898,0.0090639,0.0073966
899,0.0050355,0.0036979
900,0.0060428,0.0073966
901,0.0080566,0.0073966
902,0.0080566,0.0036979
903,0.0140995,0.0036979
904,0.0100711,0.0036979
905,0.0060428,0.0092445
906,0.0100711,0.0098609
907,0.0100719,0.0080123
908,0.0090646,0.0098617
909,0.0070508,0.0080123
910,0.0070501,0.006163
911,0.0161148,0.006163
912,0.004029,0.0080123
913,0.0060428,0.0036987
914,0.0050361,0.0036987
915,0.0030216,0.0055477
916,0.001007,0.0055469
917,0.0040287,0.0055469
918,0.0090644,0.0073966
919,0.0030216,0.0073966
920,0.0050357,0.0036979
921,0.0070499,0.0036979
922,0.0050357,0.0036979
923,0.0070499,0.0055469
924,0.0050357,0.0110939
925,0.0020141,0.0073959
926,0.0060428,0.0073959
927,0.0060436,0.0073959
928,0.0050363,0.0036979
929,0.0050359,0.0061634
930,0.0060432,0.0073963
931,0.0030216,0.0086288
932,0.0080574,0.0073959
933,0.008057,0.0073959
934,0.0040283,0.0036979
935,0.0080572,0.0055469
936,0.0100715,0.0061634
937,0.0060428,0.0073963
938,0.0100715,0.0049308
939,0.0100711,0.0067798
940,0.0120857,0.0055469
941,0.0060424,0.0036979
942,0.0090644,0.0061634
943,0.008057,0.0049308
944,0.0130928,0.0049308
945,0.0120861,0.0049308
946,0.0040287,0.0061634
947,0.0040283,0.0135597
948,0.0070499,0.0036979
949,0.0070499,0.0036979
950,0.001007,0.0036979
951,0.0130929,0.0092449
952,0.0100715,0.0036979
953,0.0060428,0.0067798
954,0.0100717,0.0073963
955,0.0060428,0.0049308
956,0.0080572,0.0098617
957,0.0161146,0.0086288
958,0.0120861,0.0086288
959,0.006043,0.0086288
960,0.0040287,0.0061634
961,0.0,0.0073959
962,0.008057,0.0073959
963,0.0040283,0.0055469
964,0.0020141,0.0055469
965,0.0100715,0.0036979
966,0.0040285,0.0036979
967,0.0120859,0.0061634
968,0.0020143,0.0086288
969,0.0060428,0.0049308
970,0.006043,0.0049308
971,0.0020143,0.0049308
972,0.0040287,0.0110942
973,0.0040287,0.0061634
974,0.0050357,0.0086288
975,0.0030212,0.0073963
976,0.0110786,0.0098617
977,0.0070499,0.0049308
978,0.0120861,0.0147926
979,0.0080574,0.0098617
980,0.0040285,0.0049308
981,0.0080572,0.0098617
982,0.0040287,0.0067798
983,0.006043,0.0067798
984,0.0100717,0.0049308
985,0.0060426,0.0098617
986,0.0050354,0.0098617
987,0.0070499,0.0049308
988,0.0060428,0.0067798
989,0.0060428,0.0067798
990,0.0100715,0.0197235
991,0.0060424,0.0098617
992,0.0080574,0.0123271
993,0.0070507,0.0073963
994,0.004029,0.0123271
995,0.0040287,0.0073963
996,0.0070505,0.0098617
997,0.0070501,0.0147926
998,0.0050363,0.0098617
999,0.0050355,0.0098617
1000,0.0070503,0.0104778
1001,0.0120857,0.0036979
1002,0.0070507,0.0036979
1003,0.0100719,0.0036979
1004,0.0080574,0.0086288
1005,0.004029,0.0036979
1006,0.0060432,0.0036979
1007,0.0050357,0.0055469
1008,0.0120862,0.0036979
1009,0.0090646,0.0110939
1010,0.0030218,0.0073959
1011,0.004029,0.0036979
1012,0.0010072,0.0036979
1013,0.0080574,0.0073959
1014,0.0040287,0.0073959
1015,0.0040283,0.0073959
1016,0.0060432,0.0073959
1017,0.0040287,0.0110939
1018,0.0030216,0.0073959
1019,0.0100711,0.0036979
1020,0.0120857,0.0061634
1021,0.0060424,0.0135597
1022,0.0040287,0.0086288
1023,0.0060428,0.0086288
1024,0.0080572,0.0104782
1025,0.0100717,0.0086296
1026,0.0040285,0.0061641
1027,0.0161148,0.0061641
1028,0.0100717,0.0061641
1029,0.0100717,0.0086296
1030,0.0080574,0.0135604
1031,0.0080574,0.0086296
1032,0.0141004,0.0049308
1033,0.0020141,0.0049308
1034,0.0,0.0086296
1035,0.0100715,0.0061641
1036,0.0100713,0.0036987
1037,0.0120861,0.0073974
1038,0.0040287,0.0067802
1039,0.0060428,0.0067802
1040,0.0060428,0.0086296
1041,0.0070499,0.011095
1042,0.0110786,0.0086296
1043,0.0060428,0.0086296
1044,0.0020141,0.0086296
1045,0.0100717,0.0086296
1046,0.0141004,0.0086296
1047,0.0181291,0.0061641
1048,0.0040283,0.0036987
1049,0.008057,0.0086296
1050,0.0050354,0.0123283
1051,0.0050355,0.0067802
1052,0.0100711,0.0104789
1053,0.0120855,0.0123283
1054,0.0100711,0.0086296
1055,0.0020141,0.0086296
1056,0.0060424,0.0067802
1057,0.0020141,0.0049308
1058,0.006043,0.0067802
1059,0.0100717,0.0061641
1060,0.0070501,0.0086296
1061,0.0110788,0.0086296
1062,0.0080572,0.0049308
1063,0.0090641,0.0049308
1064,0.0030212,0.0067798
1065,0.0090641,0.0036979
1066,0.0040283,0.0036979
1067,0.0100711,0.0036979
1068,0.0060424,0.0049308
1069,0.0060424,0.002465
1070,0.0040283,0.0061634
1071,0.0100715,0.011095
1072,0.0050354,0.0135601
1073,0.0050354,0.0086288
1074,0.0020141,0.0061634
1075,0.0090641,0.0036979
1076,0.0060428,0.0036979
1077,0.008057,0.0036979
1078,0.0050357,0.0036979
1079,0.0110786,0.0036979
1080,0.008057,0.0036979
1081,0.0040283,0.0036979
1082,0.0120857,0.0086288
1083,0.008057,0.0036979
1084,0.0040287,0.0036979
1085,0.0060428,0.0036979
1086,0.0040287,0.0036979
1087,0.0080574,0.0067798
